% Model,Elec_field_sim3D_needle.mph
% Version,COMSOL 5.2.1.229
% Date,"Jun 10 2024, 11:09"
% Dimension,1
% Nodes,143
% Expressions,1
% Description,Line graph
% cln2x,Height
0,0.06767491263866762
0.028045579937732157,0.06846280536998428
0.05412101977121608,0.06920395082259687
0.16331716712635114,0.0723976660784266
0.19790452367222855,0.0734395675669208
0.26200320546445965,0.07540901169828332
0.40605750685178776,0.08035145111738617
0.40685525196715133,0.08038030065154418
0.40757779084606227,0.08040644450044476
0.40825981953860335,0.08043113481972963
0.41072738484923477,0.08052027383109753
0.4779173885820889,0.08300845928934347
0.5640422878018683,0.08636992538022947
0.5962054546176603,0.08767483979820212
0.65118322606018,0.08996781711039452
0.6806989309441676,0.09123134019522797
0.7344493778512202,0.09359064373698683
0.7767965077347085,0.0955024485895094
0.861553405083626,0.09946248028353515
0.9385287473008823,0.10324268419216148
0.9431419632843827,0.10347479109799845
0.9482482942376187,0.10372400740820642
1.0025798836769653,0.10646610350711205
1.0258979994622237,0.10769365942340492
1.1087296862836489,0.11253206181968413
1.1774341267628934,0.11682519986166597
1.2015897805120979,0.1183566310449535
1.225009438911492,0.11987229286074624
1.3785230057383657,0.13056037594101239
1.4030387168861544,0.1323844019642707
1.4126330704750387,0.1331067548702661
1.4533619841496233,0.13622651048975865
1.4728900101882019,0.13775291991188093
1.478819520856554,0.13822032603927656
1.634589617932388,0.15115425523089643
1.7148678027370963,0.15831271805913014
1.839838388336787,0.1701234752987205
1.8461595886290816,0.1707424636584406
1.8599999999999994,0.1720512934935814
1.8626820233988326,0.17236235765094501
1.8629813983990537,0.1723932391044299
1.941347590983213,0.18119806494482152
1.9741000603993086,0.18530368159048904
2.003086457738153,0.18914654529309863
2.0174682478005046,0.19112616524479178
2.053625099348416,0.19631682035837603
2.0884092684425895,0.20159906177416168
2.1073945702050665,0.20460153512758808
2.141985259235849,0.21028873729149392
2.146844057168181,0.21112787266471245
2.2190288922403667,0.2239331497926953
2.2425132097106157,0.2281833020819028
2.286636063520234,0.23675483358318075
2.308490274426184,0.24128371575649527
2.3221909032063834,0.24421865255873274
2.3899217199566003,0.25981183156589804
2.3953556408772307,0.2611409786106307
2.3954968487228996,0.2611715408808136
2.3985296397700573,0.26182855727624416
2.4027862346334317,0.2627526789511637
2.414573158373628,0.2653237496948056
2.4355391956031376,0.27129951787324397
2.501176968552233,0.2925708546890591
2.519081831982671,0.300740084687652
2.5358413544011533,0.3092965758051695
2.5655270095978793,0.30926877311421475
2.6048016631605826,0.32713678337555196
2.607724881246348,0.3292343465933783
2.609065145031309,0.33022538302195403
2.628652907940886,0.3468131030625929
2.6368057713440436,0.3548780115975083
2.7125180115916194,0.46236103093607134
2.7135731821293163,0.4642747010358006
2.7180821148498886,0.4725809139990572
2.731926625704965,0.49256898412762407
2.752833262105497,0.5244722144825791
2.755357466840092,0.5284640680977037
2.7672472962830987,0.547672541015162
2.8230515803157843,0.6467654765087476
2.8681128927150823,0.6022166177267314
2.886099479267081,0.5851739629386976
2.938006923918657,0.4898642203978948
2.948218882074098,0.47380879432739176
2.992165704907922,0.4148272732232884
2.9924564446356747,0.41439731622109655
2.9925293001055557,0.4142897762138486
2.9929380498790366,0.4136879286073405
3.0508205378668585,0.354118884111662
3.061977170023205,0.3484944631588328
3.091239869656384,0.3427365763969383
3.1436689641266327,0.3237075298273317
3.147095690158327,0.3225086313099498
3.1535467016361167,0.3202665582303343
3.2041222462490175,0.30336429357466305
3.25565956159269,0.2873730885281142
3.264185212740223,0.2848476410736159
3.310942911770667,0.27160256704823765
3.316973065089094,0.26990777066701643
3.317966895973594,0.2696296432324071
3.4059824059214385,0.24633627785442216
3.4315363280634443,0.24013620893479257
3.4440853657156936,0.23796023745360662
3.457533334992114,0.23562218472394547
3.4717393611672804,0.23309884200086417
3.4849852428781354,0.23045304893803442
3.584916461498402,0.2120243650018768
3.598275091828121,0.20976585461309188
3.642053773370314,0.20270313937782683
3.6830921897756994,0.19657263919018783
3.683484808591448,0.19651620907789547
3.7224582307492042,0.19112413928994204
3.7232691980170998,0.19101634522053637
3.7336681453494123,0.1896500298041161
3.7704594726555065,0.18505308311277327
3.818328686290002,0.1796253354512752
3.8600000000000136,0.1754098126916003
3.8917506366486805,0.17218883190252365
3.924950490402267,0.16889890855415884
3.9306179225032984,0.1683452727368611
3.994209667260879,0.16229263769826524
3.9956467063436882,0.16215924444380847
4.000067001769086,0.16174986765085098
4.067901724662139,0.15565344681397777
4.091028479451271,0.15364228441094016
4.099538858920543,0.15291081067406104
4.128419334521748,0.1504630472196882
4.138081567951019,0.1496560352911932
4.1573413254876215,0.14806523086499512
4.371730797797017,0.1322734591029257
4.387193951239581,0.13121613014624905
4.401160275025813,0.1302686901480132
4.467937655810534,0.1261138025486365
4.469229085950186,0.12603531111861638
4.544334490199049,0.12157814667017654
4.5978811523583545,0.1185640159232356
4.623406219857962,0.11717515264600072
4.6697553144414385,0.11473234075766645
4.6851802632632555,0.11394200626942812
4.701010489205444,0.1131426580330325
4.80516107414482,0.10818036623827737
4.8711425941922855,0.10530327558924897
4.97587659704152,0.10092340789221446
5,0.09997434328918912
