% Model,Elec_field_sim3D_final_2.mph
% Version,COMSOL 5.2.1.229
% Date,"May 21 2024, 15:39"
% Dimension,1
% Nodes,197
% Expressions,1
% Description,Line graph
% cln1x,Height
9.587601201266978,-29.223012790472694
9.595462841888022,-29.158429735858817
9.601149949346762,-29.111710381806006
9.663124589537723,-28.60259125959402
9.66802904973423,-28.562301320637175
9.679178982238781,-28.47070508333843
9.776897742601612,-27.667949482877702
9.778209020553795,-27.657177388391574
9.783027339161222,-27.61759509904914
9.791490136108415,-27.548073569921144
9.79895298085826,-27.510736869388893
9.808062243477956,-27.413031764559037
9.885375848025262,-26.8203891704984
9.921299868686468,-26.47646706434591
9.951827868141656,-26.263628721737405
9.978024445252231,-26.03271769197636
10.006115861521181,-25.785104508362565
10.038499744342737,-25.491385745732714
10.062657353674354,-25.283564864130994
10.085257329879909,-25.089143846936622
10.111333523527207,-24.864817942903656
10.118381798568116,-24.804183684246908
10.123876965102681,-24.75691036600756
10.193625772742408,-24.205726424389688
